,PREFERRED NAME,CASRN,SMILES,use
263,"4,5-dichloro-2-n-octyl-3(2H)-isothiazolone",64359-81-5,CCCCCCCCN1SC(=C(Cl)C1=O)Cl,"Antifoulant,Microbiocide"
264,"4,6-dichloro-2-phenylphenol",5335-24-0,Oc1c(Cl)cc(Cl)cc1c2ccccc2,Microbiocide
265,"4,6-dichloro-2-phenylphenol, potassium salt",53404-30-1,[K+].[O-]c1c(Cl)cc(Cl)cc1c2ccccc2,Microbiocide
266,4'-hydroxy-m-phenoxy benzoic acid,35065-12-4,OC(=O)c1cccc(Oc2ccc(O)cc2)c1,"Fungicide,Microbiocide"
269,"5-Benzyl-3-furylmethyl (+)-cis-(1R,3S,E)2,2-dimethyl-3-(2-oxo-2,3,4,5-tetrahydrothiophenylidenemethyl)cyclopropanecarboxylate",58769-20-3,CC1(C)[C@H](\C=C2/CCSC2=O)C1C(=O)OCc3coc(Cc4ccccc4)c3,Insecticide
270,"5-Bromo-2-methyl-5-nitro-1,3-dioxane",53983-00-9,CC1OCC(Br)(CO1)[N+]([O-])=O,Microbiocide
271,"5-chloro-2-((4-chlorophenyl)methyl)-3(2H)-isothiazolone, compd. With 2-((4-chlorophenyl)methyl)-3(2h)-isothiazolone (1:1)",83542-80-7,ClC1=CC(=O)N(Cc2ccc(Cl)cc2)S1.Clc3ccc(CN4SC=CC4=O)cc3,Microbiocide
272,5-chloro-2-(4-chlorophenylmethyl)-3(2H)-isothiazolone,66159-95-3,ClC1=CC(=O)N(Cc2ccc(Cl)cc2)S1,Microbiocide
273,"5-Chloro-2-mercaptobenzothiazole, lauryl pyridinium salt",5406-97-3,CCCCCCCCCCCC[n+]1ccccc1.[S-]c2sc3ccc(Cl)cc3n2,"Fungicide,Microbiocide"
275,5-chloro-2-methyl-4-isothiazolin-3-one,26172-55-4,[H+].[Cl-].CN1SC(=CC1=O)Cl,Microbiocide
277,"5-hydroxy methoxy methyl-1-aza-3,7-dioxabicyclo (3.3.0) octane",59720-42-2,OCOCC12COCN1COC2,Microbiocide
278,"5-hydroxymethyl-1-aza-3,7-dioxabicyclo (3.3.0) octane",6542-37-6,OCC12COCN1COC2,Microbiocide
279,"5-hydroxypoly (methyleneoxy) (74%C2, 21%C3, 4%C4, 1%C5) methyl-1-aza-3,7-dioxabicyclo (3.3.0) octane",56709-13-8,OCOCC12COCN1COC2,Microbiocide
281,"5,6,7,8-Tetrahydro-1-naphthyl methylcarbamate",1136-84-1,CNC(=O)Oc1cccc2CCCCc12,Insecticide
283,6-chloro-2-phenylphenol,85-97-2,Oc1c(Cl)cccc1c2ccccc2,Microbiocide
284,"6-chloro-2-phenylphenol, potassium salt",18128-17-1,[K+].[O-]c1c(Cl)cccc1c2ccccc2,Microbiocide
285,6-chloropicolinic acid,4684-94-0,OC(=O)c1cccc(Cl)n1,Herbicide
286,"6-chloropiperonyl 2,2-dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylate",70-43-9,CC(C)=CC1C(C(=O)OCc2cc3OCOc3cc2Cl)C1(C)C,Insecticide
287,Pyramat,2532-49-2,CCCc1nc(C)cc(OC(=O)N(C)C)n1,Insecticide
288,6-tert-Butyl-4-chloro-m-cresol,30894-16-7,Cc1cc(O)c(cc1Cl)C(C)(C)C,Microbiocide
289,7-(diethyl amino)-4-methyl coumarin,91-44-1,CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,Rodenticide
290,8-Hydroxyquinoline,148-24-3,Oc1cccc2cccnc12,"Fungicide,Microbiocide"
291,8-Hydroxyquinoline benzoate,7091-57-8,OC(=O)c1ccccc1.Oc2cccc3cccnc23,"Fungicide,Microbiocide"
292,8-Hydroxyquinoline citrate,134-30-5,OC(=O)CC(O)(CC(O)=O)C(O)=O.Oc1cccc2cccnc12,"Fungicide,Microbiocide"
293,8-Hydroxyquinoline sulfate,134-31-6,Oc1cccc2ccc[nH+]c12.Oc3cccc4ccc[nH+]c34.[O-][S]([O-])(=O)=O,"Fungicide,Microbiocide"
297,Acephate,"30560-19-1, 115096-11-2",CO[P](=O)(NC(C)=O)SC,Insecticide
298,Acequinocyl,57960-19-7,CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,Insecticide
300,Acetamiprid,135410-20-7,CN(Cc1ccc(Cl)nc1)C(C)=NC#N,Insecticide
301,Acethion,919-54-0,CCOC(=O)CS[P](=S)(OCC)OCC,Insecticide
302,Acetic acid,"64-19-7, 8028-52-2",CC(O)=O,"Fungicide,Herbicide,Microbiocide,pH Adjustment"
303,"Acetic acid, sodium salt (2:1)",126-96-5,[Na+].CC(O)=O.CC([O-])=O,"Fungicide,Microbiocide,pH Adjustment"
304,Acetochlor,34256-82-1,CCOCN(C(=O)CCl)c1c(C)cccc1CC,Herbicide
305,Acetoxon,2425-25-4,CCOC(=O)CS[P](=O)(OCC)OCC,"Breakdown product,Insecticide"
308,Acibenzolar-S-methyl,"135158-54-2, 126448-41-7",CSC(=O)c1cccc2nnsc12,Fungicide
309,Acifluorfen,50594-66-6,OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
310,"Acifluorfen, sodium salt",62476-59-9,[Na+].[O-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
311,Aclonifen,74070-46-5,Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,Herbicide
312,Acrinathrin,"101007-06-1, 103833-18-7",CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,Insecticide
313,Acrolein (Propenal),107-02-8,C=CC=O,"Algaecide,Fumigant"
314,Acrylonitrile,107-13-1,C=CC#N,"Chemical intermediate,Drug,Dye,Food additive,Fumigant,Industrial chemical,Insecticide,Paints, coatings, resins,Polymer production"
323,Akton,1757-18-2,CCO[P](=S)(OCC)OC(=C/Cl)/c1cc(Cl)ccc1Cl,Insecticide
325,Alachlor,"15972-60-8, 15792-50-8",CCc1cccc(CC)c1N(COC)C(=O)CCl,Herbicide
326,Alanycarb,83130-01-2,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O\N=C(\C)SC,Insecticide
328,"Alcohols, C8-10",85566-12-7,CCCCCCCCCCO,"Microbiocide,Solvent"
329,Aldicarb,116-06-3,CNC(=O)O\N=C\C(C)(C)SC,"Insecticide,Nematicide"
331,Aldrin,309-00-2,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,Insecticide
336,"Alkenyl* dimethyl ethyl ammonium bromide *(90%C18, 10%C16')",6458-13-5,[Br-].CCCCCCCC/C=C/CCCCCCCC[N+](C)(C)CC,"Algaecide,Microbiocide"
350,"Alkyl (60%C14, 25%C12, 15%C16) dimethylbenzyl ammonium chloride",68424-85-1,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
351,"Alkyl (60%C14, 30%C16, 5%C12, 5%C18) dimethylbenzyl ammonium chloride",63449-41-2,[Cl-].CCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
362,"Alkyl (90%C14, 5%C12, 5%C16) dimethyl ethyl ammonium bromide",68527-84-4,[Br-].CCCCCCCCCCCCCC[N+](C)(C)CC,"Algaecide,Microbiocide"
391,"Alkyl* amine 2,4-dichlorophenoxyacetate *(as in fatty acids of tall oil)",137335-70-7,CCCCCCCCCCCCCCN.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
398,"Alkyl* dimethyl 3,4-dichlorobenzyl ammonium chloride *(50%C14, 40%C12, 10%C16)",68989-02-6,CNC(=O)Oc1cc(C)c(C)cc1Cl,"Algaecide,Microbiocide"
412,Alkyl* dimethyl benzyl ammonium chloride *(100% C16),122-18-9,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
413,Alkyl* dimethyl benzyl ammonium chloride *(100% C18),122-19-0,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
415,"Alkyl* dimethyl benzyl ammonium chloride *(41%C14, 28%C12, 19%C18, 12%C16)",68391-01-5,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,"Algaecide,Microbiocide"
453,"Alkyl* tributyl phosphonium chloride *(95%C12, 3%C14, 2%C10)",13497-50-2,[Cl-].CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,Microbiocide
454,"Alkyl* trimethyl ammonium bromide *(95%C14, 5%C16)",1119-97-7,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,Microbiocide
456,"Alkyl* trimethyl ammonium chloride *(70% C12, 30% C14)",112-00-5,[Cl-].CCCCCCCCCCCC[N+](C)(C)C,Microbiocide
457,"Alkyl* trimethyl ammonium chloride *(70%C18, 27%C16, 3%C14)",68002-63-1,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C,Microbiocide
478,Allethrin,"584-79-2, 137-98-4",CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,Insecticide
481,Allidochlor,93-71-0,ClCC(=O)N(CC=C)CC=C,Herbicide
482,Alloxydim,55634-91-8,CCC\C(NOCC=C)=C1/C(=O)CC(C)(C)C(C(=O)OC)C1=O,Herbicide
483,Alloxydim sodium,"55635-13-7, 66003-55-2",[Na+].CCCC([N-]OCC=C)=C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,Herbicide
484,Allyl alcohol,107-18-6,OCC=C,Herbicide
485,Allyl isothiocyanate,57-06-7,C=CCN=C=S,"Dog and Cat Repellent,Insect Repellent,Insecticide"
486,Allyxycarb,6392-46-7,CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1,Insecticide
489,alpha-HCH,319-84-6,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Insecticide
491,Alpha-chlorohydrin,96-24-2,OCC(O)CCl,"Breakdown product,Chemical intermediate,Component of processed f,Contaminant or impurity,Dye,Industrial chemical,Paints, coatings, resins,Rodenticide,Solvent"
492,Alpha-terpineol,98-55-5,CC1=CC[C@@H](CC1)C(C)(C)O,"Fungicide,Insecticide,Microbiocide"
500,Ametridione,78168-93-1,CCSC1=NC(=O)N(CC(C)(C)C)C(=O)N1N,Herbicide
501,Ametryne,834-12-8,CCNc1nc(NC(C)C)nc(SC)n1,Herbicide
503,Amibuzin,76636-10-7,CN(C)C1=NN=C(C(=O)N1C)C(C)(C)C,Herbicide
504,Amicarbazone,129909-90-6,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,Herbicide
505,Amidithion,919-76-6,COCCNC(=O)CS[P](=S)(OC)OC,Insecticide
506,Amidosulfuron,120923-37-7,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)N(C)[S](C)(=O)=O)n1,Herbicide
507,"Amines, C10-16-alkyldimethyl, N-oxides",70592-80-2,CCCCCCCCCCCCC[N+](C)(C)[O-],Microbiocide
508,Aminocarb,2032-59-9,CNC(=O)Oc1ccc(N(C)C)c(C)c1,Insecticide
509,Aminopyralid,150114-71-9,Nc1cc(Cl)nc(C(O)=O)c1Cl,Herbicide
510,Amiton,78-53-5,CCO[P](=O)(OCC)SCCN(CC)CC.OC(=O)C(O)=O,Insecticide
511,Amiton oxalate,3734-97-2,CCO[P](=O)(OCC)SCCN(CC)CC.OC(=O)C(O)=O,Insecticide
512,Amitraz,33089-61-1,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,Insecticide
513,Amitrole,61-82-5,Nc1[nH]ncn1,Herbicide
515,Ammonium acetate,631-61-8,[NH4+].CC([O-])=O,"Fungicide,Microbiocide,pH Adjustment"
517,Ammonium benzadox,5251-79-6,[NH4+].[O-]C(=O)CONC(=O)c1ccccc1,Herbicide
525,Ammonium isobutyrate,22228-82-6,[NH4+].CC(C)C([O-])=O,Fungicide
526,Ammonium lauryl sulfate,2235-54-3,[NH4+].CCCCCCCCCCCCO[S]([O-])(=O)=O,"Adjuvant,Fungicide,Insecticide,Microbiocide"
529,Ammonium oleate,544-60-5,N.CCCCCCCC\C=C/CCCCCCCC(O)=O,"Adjuvant,Insecticide"
536,Ammonium trichloroacetate,7646-88-0,[NH4+].[O-]C(=O)C(Cl)(Cl)Cl,Herbicide
540,"Amyl(pentyl) 2,4-dichlorophenoxyacetate",1917-92-6,CCCCCOC(=O)COc1ccc(Cl)cc1Cl,Herbicide
541,"Amylamine 2,4-dichlorophenoxyacetate",53404-33-4,CCCCCN.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
542,Anabasine,"494-52-0, 13078-04-1",C1CCC(NC1)c2cccnc2,Insecticide
544,Anilazine,101-05-3,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,Fungicide
545,Anilofos,64249-01-0,CO[P](=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,Insecticide
548,Anisuron,2689-43-2,COc1ccc(cc1)C(=O)N(C(=O)N(C)C)c2ccc(Cl)c(Cl)c2,Herbicide
550,Antimony potassium tartrate,28300-74-5,O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2,Insecticide
551,Antimycin A,1397-94-0,CCCCCC[C@@H]1[C@@H](OC(=O)CC(C)C)[C@H](C)OC(=O)[C@@H](NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC1=O,Piscicide
552,ANTU,86-88-4,NC(=S)Nc1cccc2ccccc12,Rodenticide
554,Aramite,140-57-8,CC(COc1ccc(cc1)C(C)(C)C)O[S](=O)OCCCl,Insecticide
571,Aspon,3244-90-4,CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC,Insecticide
572,Asulam,3337-71-1,COC(=O)N[S](=O)(=O)c1ccc(N)cc1,Herbicide
573,"Asulam, sodium salt",2302-17-2,[Na+].COC(=O)N[S](=O)(=O)c1ccc(N)cc1,Herbicide
574,Athidathion,19691-80-6,CCO[P](=S)(OCC)SCN1N=C(OC)SC1=O,Insecticide
575,Atraton,1610-17-9,CCNc1nc(NC(C)C)nc(OC)n1,Herbicide
576,Atrazine,1912-24-9,CCNc1nc(Cl)nc(NC(C)C)n1,Herbicide
579,Abamectin,"71751-41-2, 65195-55-3, 65195-56-4",CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]/%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C%10C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C,Insecticide
581,Azaconazole,60207-31-0,Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCCO2,"Fungicide,Insecticide"
582,Azadirachtin,11141-17-6,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C,"Insecticide,Nematicide"
583,Azadirachtin B,95507-03-2,COC(=O)[C@@]1(O)OCC23[C@@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@@H]12)[C@]56O[C@@]5(C)[C@@H]7CC6O[C@@H]8OC=C[C@]78O)[C@@H]34)C(=O)OC)OC(=O)C(/C)=C/C,Insecticide
584,Azafenidin,68049-83-2,Clc1cc(Cl)c(cc1OCC#C)N2N=C3CCCCN3C2=O,Herbicide
585,Azamethiphos,35575-96-3,CO[P](=O)(OC)SCN1C(=O)Oc2cc(Cl)cnc12,Insecticide
586,Azethion,72348-92-6,CCO[P](=S)(OCC)SCC(=O)OC,Insecticide
587,Azimsulfuron,120162-55-2,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2n(C)ncc2c3nnn(C)n3)n1,Herbicide
588,Azinphos-ethyl,2642-71-9,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,Insecticide
589,Azinphos-methyl,86-50-0,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,Insecticide
590,Aziprotryne,4658-28-0,CSc1nc(NC(C)C)nc(N=[N+]=[N-])n1,Herbicide
591,Azithiram,5834-94-6,CN(C)NC(=S)SSC(=S)NN(C)C,Fungicide
592,Azocyclotin,41083-11-8,C1CCC(CC1)[Sn](|n2cncn2)(C3CCCCC3)C4CCCCC4,Insecticide
593,Azothoate,5834-96-8,CO[P](=S)(OC)Oc1ccc(cc1)N=Nc2ccc(Cl)cc2,Insecticide
594,Azoxystrobin,131860-33-8,CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,Fungicide
595,B-fenvalerate,66267-77-4,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,Insecticide
676,Banrot (Terrazole with Thiophanate-methyl),64491-74-3,CCOc1snc(n1)C(Cl)(Cl)Cl.COC(=O)NC(=S)Nc2ccccc2NC(=S)NC(=O)OC,Fungicide
677,Barban,101-27-9,ClCC#CCOC(=O)Nc1cccc(Cl)c1,Herbicide
688,Beflubutamid,113614-08-7,CCC(Oc1ccc(F)c(c1)C(F)(F)F)C(=O)NCc2ccccc2,Herbicide
689,Benalaxyl,71626-11-4,COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,Fungicide
691,Benazolin,"3813-05-6, 17692-22-7",OC(=O)CN1C(=O)Sc2cccc(Cl)c12,Herbicide
692,Benazolin ethyl,25059-80-7,CCOC(=O)CN1C(=O)Sc2cccc(Cl)c12,Herbicide
693,Bendiocarb,22781-23-3,CNC(=O)Oc1cccc2OC(C)(C)Oc12,Insecticide
694,Benfluralin,1861-40-1,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
695,Benfuracarb,82560-54-1,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12)C(C)C,Insecticide
696,Benfuresate,68505-69-1,CC[S](=O)(=O)Oc1ccc2OCC(C)(C)c2c1,Herbicide
697,Benodanil,15310-01-7,Ic1ccccc1C(=O)Nc2ccccc2,Fungicide
698,Benomyl,17804-35-2,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,Fungicide
699,Benoxacor,98730-04-2,CC1COc2ccccc2N1C(=O)C(Cl)Cl,Herbicide Safener
700,Bensulfuron,99283-01-9,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Cc2ccccc2C(O)=O)n1,Herbicide
701,Bensulfuron methyl,83055-99-6,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Herbicide
702,Bensulide,741-58-2,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,Herbicide
703,Bensultap,17606-31-4,CN(C)C(CS[S](=O)(=O)c1ccccc1)CS[S](=O)(=O)c2ccccc2,Insecticide
705,Bentazon,25057-89-0,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,Herbicide
706,"Bentazon, sodium salt",50723-80-3,[Na+].CC(C)N1C(=O)c2ccccc2[N-][S]1(=O)=O,Herbicide
709,Benzadox,5251-93-4,OC(=O)CONC(=O)c1ccccc1,Herbicide
715,Benzofenap,82692-44-2,Cn1nc(C)c(C(=O)c2ccc(Cl)c(C)c2Cl)c1OCC(=O)c3ccc(C)cc3,Herbicide
716,Benzoic acid,65-85-0,OC(=O)c1ccccc1,"Fungicide,Insecticide"
717,Benzomate,29104-30-1,CCN(OC(=O)c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,Insecticide
718,Benzoyl peroxide,94-36-0,O=C(OOC(=O)c1ccccc1)c2ccccc2,Herbicide
719,Benzoylprop,22212-56-2,CC(N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2)C(O)=O,Herbicide
720,Benzoylprop ethyl,"22212-55-1, 33878-50-1",CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2,Herbicide
721,Benzthiazuron,1929-88-0,CNC(=O)Nc1sc2ccccc2n1,Herbicide
722,Benzyl alcohol,100-51-6,OCc1ccccc1,"Fungicide,Insecticide"
723,Benzyl benzoate,120-51-4,O=C(OCc1ccccc1)c2ccccc2,"Fungicide,Insecticide"
725,Benzyl((dodecylcarbamoyl)methyl)dimethyl ammonium chloride,100-95-8,[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,Microbiocide
726,Beta-bromo-beta-nitrostyrene,7166-19-0,[O-][N+](=O)\C(Br)=C/c1ccccc1,"Fungicide,Microbiocide"
727,beta-Pinene,127-91-3,CC1(C)C2CCC(=C)C1C2,Insecticide
728,Beta-pinene polymer,68240-09-5,CC(C)C1CCC(=C)C=C1.CC(=C)C2CCC(=CC2)C.CC3=CCC4CC3C4(C)C.CC5(C)C6CCC(=C)C5C6,Insecticide
729,Beta-thiocyanoethyl esters of mixed fatty acids,301-11-1,CCCCCCCCCCCC(=O)OCCSC#N,Insecticide
730,"beta,beta'-Dithiocyano diethyl ether",4617-17-8,N#CSCCOCCSC#N,Insecticide
733,beta-HCH,319-85-7,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Insecticide
734,Bifenazate,149877-41-8,COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,Insecticide
735,Bifenox,42576-02-3,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,Herbicide
736,Bifenthrin,"82657-04-3, 83322-02-5",Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,Insecticide
737,Bilanafos,35597-43-4,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC[P](C)(O)=O)C(O)=O,Herbicide
738,Binapacryl,485-31-4,CCC(C)c1cc(cc(c1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,Herbicide
739,Bioban p-1487,37304-88-4,CCC(CN1CCOCC1)[N+]([O-])=O.CCC(CN2CCOCC2)(CN3CCOCC3)[N+]([O-])=O,Microbiocide
740,Biobor JF,8063-89-6,CC1CCOB(OCCC(C)OB2OCCC(C)O2)O1,Microbiocide
741,Bioresmethrin,28434-01-7,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,Insecticide
742,Biphenyl,92-52-4,c1ccc(cc1)c2ccccc2,"Fungicide,Microbiocide"
743,Bis (tributyltin) adipate,7437-35-6,CCCC[Sn](|[O]C(=O)CCCCC([O]|[Sn](CCCC)(CCCC)CCCC)=O)(CCCC)CCCC,"Antifoulant,Microbiocide"
745,Bis (trichloromethyl) sulfone,3064-70-8,ClC(Cl)(Cl)[S](=O)(=O)C(Cl)(Cl)Cl,"Algaecide,Fungicide,Microbiocide"
747,Bis(tributyltin) dodecenylsuccinate,12379-54-3,CCCCCCCCCC/C=C/C(CC([O]|[Sn](CCCC)(CCCC)CCCC)=O)C([O]|[Sn](CCCC)(CCCC)CCCC)=O,"Antifoulant,Microbiocide"
748,Bis(tributyltin) salicylate,22330-14-9,CCCC[Sn](|[O]c1ccccc1C([O]|[Sn](CCCC)(CCCC)CCCC)=O)(CCCC)CCCC,"Antifoulant,Microbiocide"
749,Bis(tributyltin) succinate,4644-96-6,CCCC[Sn+](CCCC)CCCC.CCCC[Sn+](CCCC)CCCC.[O-]C(=O)CCC([O-])=O,"Antifoulant,Microbiocide"
750,Bis(tributyltin) sulfosalicylate,4419-22-1,CCCC[Sn](|[O][S](=O)(=O)c1ccc(O)c(c1)C([O]|[Sn](CCCC)(CCCC)CCCC)=O)(CCCC)CCCC,"Antifoulant,Microbiocide"
751,Bis(tripropyltin) oxide,1067-29-4,O(|[Sn](CCC)(CCC)CCC)|[Sn](CCC)(CCC)CCC,"Fungicide,Microbiocide"
754,Bisthiosemi,39603-48-0,NC(=S)NNCNNC(N)=S,Rodenticide
756,Bitertanol,"55179-31-2, 70585-36-3",CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,Fungicide
758,Bomyl,122-10-1,COC(=O)C\C(O[P](=O)(OC)OC)=C\C(=O)OC,Insecticide
769,Brandol,4097-34-1,CCCCCCCCCc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,Fungicide
770,Brodifacoum,56073-10-0,OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccc(Br)cc5)C(=O)c6ccccc6O1,Rodenticide
771,Bromacil,314-40-9,CCC(C)N1C(=O)NC(=C(Br)C1=O)C,Herbicide
772,"Bromacil, dimethylamine salt",69484-13-5,[Na+].CCC(C)N1C(=O)N=C(C)[C-](Br)C1=O,Herbicide
773,"Bromacil, lithium salt",53404-19-6,[Li+].CCC(C)N1C(=O)N=C(C)[C-](Br)C1=O,Herbicide
774,"Bromacil, sodium salt",69484-12-4,[Na+].CCC(C)N1C(=O)N=C(C)[C-](Br)C1=O,Herbicide
775,Bromadiolone,28772-56-7,OC(CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O)c4ccc(cc4)c5ccc(Br)cc5,Rodenticide
776,Bromethalin,63333-35-7,CN(c1c(Br)cc(Br)cc1Br)c2c(cc(cc2C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O,Rodenticide
780,Bromobutide,74712-19-9,CC(C)(C)C(Br)C(=O)NC(C)(C)c1ccccc1,Herbicide
781,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione","91112-66-2, 89415-46-3",CCC1(C)N(Cl)C(=O)N(Br)C1=O,Microbiocide
782,Bromocyclen,1715-40-8,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,Insecticide
783,Bromofenoxim,13181-17-4,[O-][N+](=O)c1ccc(ONC=C2C=C(Br)C(=O)C(=C2)Br)c(c1)[N+]([O-])=O,Herbicide
784,Bromophos,2104-96-3,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,Insecticide
785,Bromophos-ethyl,4824-78-6,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,Insecticide
786,Bromopropylate,18181-80-1,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,Insecticide
787,Bromoxynil butyrate,3861-41-4,CCCC(=O)Oc1c(Br)cc(cc1Br)C#N,Herbicide
788,Bromoxynil heptanoate,56634-95-8,CCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,Herbicide
789,Bromoxynil octanoate,1689-99-2,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,Herbicide
791,Bromoxynil phenol,1689-84-5,Oc1c(Br)cc(cc1Br)C#N,Herbicide
792,Brompyrazon,3042-84-0,NC1=C(Br)C(=O)N(N=C1)c2ccccc2,Herbicide
793,Bromuconazole,116255-48-2,Clc1ccc(c(Cl)c1)C2(CC(Br)CO2)Cn3cncn3,Fungicide
794,Bronopol,52-51-7,OCC(Br)(CO)[N+]([O-])=O,"Fungicide,Microbiocide"
