Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
394,"2,4-D",94-75-7,Approved,1/1/2016,31/12/2030,"01/103/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2015/2033, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: EL</p><p>Co-RMS responsible for the last approval: PL</p>,EL,,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2019/1791, Reg. (EU) 2022/1363, Reg. (EU) No 1317/2013",,,,0.02 mg/kg bw/day,Reg. (EU) 2015/2033,Revised Renewal Report 2017,0.3 mg/kg bw,Reg. (EU) 2015/2033,Revised Renewal Report 2017,0.02 mg/kg bw/day,Reg. (EU) 2015/2033,Revised Renewal Report 2017,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412, Eye Dam. 1 - H318, STOT SE 3 - H335, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK","HB,PG"
395,"2,4-DB",94-82-6,Approved,1/11/2017,31/10/2032,"03/31/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1491, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>The original RMS was Greece.</p><p>RMS responsible for the last approval: BE</p><p>Co-RMS responsible for the last approval: EL</p>,EL,IE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2024/1077, Reg. (EU) No 668/2013",,,,0.02 mg/kg bw/day,Reg. (EU) 2017/1491,,0.3 mg/kg bw,Reg. (EU) 2017/1491,,0.02 mg/kg bw/day,Reg. (EU) 2017/1491,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411","ES, HR",AT
617,"2,5-Dichlorobenzoic acid methylester",2905-69-3,Approved,1/9/2009,30/11/2026,"2008/125, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011, Reg. (Eu) 2017/195",,FR,AT,EFSA,Reg. (EU) 2019/1176,,,,,,,,,,,,,,,,,,,,"AT, DE, FR, IT","FU,PG"
396,"2,6,6-Trimethylbicyclo(3.1.1)hept-2-en-4-ol",No CAS allocated,Not approved,,,,<p>attr/rep/org</p>,,,,,,,,,,,,,,,,,,,,,,,,,
397,"2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene (alpha-Pinen)",80-56-8,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2-(dithiocyanomethylthio)-benzothiazol,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
828,2-Aminobutane (aka sec-butylamine),13952-84-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Flam. Liq. 2 - H225, Skin Corr. 1A - H314",,
398,2-Benzyl-4-chlorophenol,120-32-1,Not approved,,,Reg. (EC) No 2076/2002,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"2-Ethyl-1,6-dioxaspiro (4,4) nonan (chalcogran)",38401-84-2,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2-Hydroxyethyl butyl sulfide,No CAS allocated,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2-Mercaptobenzothiazole,149-30-4,Not approved,,,2007/442,"<p>Other CAS : <span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">155-04-4</span></p>",,,,,,,,,,,,,,,,,,,,,,,,,
402,2-Methoxy-5-nitrofenol sodium salt (ISO: nitrophenolate mixture),67233-85-6,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2-Methoxypropan-1-ol,1589-47-5,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,"Eye Dam. 1 - H318, Flam. Liq. 3 - H226, Repr. 1B - H360D, STOT SE 3 - H335, Skin Irrit. 2 - H315",,
404,2-Methoxypropan-2-ol,No CAS allocated,Not approved,,,2007/442,"<p>CAS, other than ECHA: 72360-66-8</p>",,,,,,,,,,,,,,,,,,,,,,,,,
405,2-Methyl-3-buten-2-ol,115-18-4,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"2-Methyl-6-methylene-2,7-octadien-4-ol (ipsdienol)",35628-00-3,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2-Methyl-6-methylene-7-octen-4-ol (Ipsenol),35628-05-8,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2-Naphthyloxyacetamide,35368-77-5,Not approved,,,,<p>Plant extract</p>,,,,,,,,,,,,,,,,,,,,,,,,,"HB,PG"
1032,2-Naphthyloxyacetic acid (2-NOA),No CAS allocated,Not approved,,,"2009/65, Reg. (EU) No 1127/2011",<p>Substance not approved after resubmission for inclusion under Reg 33/2008. Previous RMS: FR.</p>,IT,,,Reg. (EU) 2015/603,,,,0.01 mg/kg bw/day,EFSA 11,,0.6 mg/kg bw,EFSA 11,,0.03 mg/kg bw/day,EFSA 11,,,,,,,,,,PG
1013,2-Phenylphenol (incl. sodium salt orthophenyl phenol),90-43-7,Approved,1/1/2010,15/11/2027,"2009/160/EC, 2010/81/EU, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011",,ES,EL,EFSA,"Reg. (EU) 2018/78, Reg. (EU) No 304/2010, Reg. (EU) No 34/2013, Reg. (EU) No 737/2014",,,,0.4 mg/kg bw/day,EFSA 08,,,EFSA 08,,0.4 mg/kg bw/day,EFSA 08,,,,,,,,"Aquatic Acute 1 - H400, Eye Irrit. 2 - H319, STOT SE 3 - H335, Skin Irrit. 2 - H315","CY, EL, ES, HR, PT",FU
1033,2-Propanol,67-63-0,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,24-Epibrassinolide,78821-43-9,Approved,31/03/2021,31/03/2036,Reg. (EU) 2021/427,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 30/05/2017</p><p>RMS responsible for the last approval: AT</p>,AT,,,Reg. (EU) 2021/1098,,,Yes,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,AT,EL
855,3(3-Benzyloxycarbonyl-methyl)-2-benzothiazolinone (Benzolinone),No CAS allocated,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,"3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol (aka Nerolidol)",142-50-7,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
1035,"3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene (3-Carene)",13466-78-9,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,"3,7-Dimethyl-2,6-octadienal",5392-40-5,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,AT
1038,3-Methyl-3-buten-1-ol,763-32-6,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,3-phenyl-2-propenal (Cinnamaldehyde),104-55-2,Pending,,,2007/442,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 05/03/2019</p>,NL,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
1040,"4,6,6-Trimethyl-bicyclo[3.1.1]hept-3-en-ol,((S)-cis-verbenol)",No CAS allocated,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,4-CPA (4-chlorophenoxyaceticacid = PCPA),122-88-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,Acute Tox. 4 - H302,,PG
1041,4-Chloro-3-methylphenol,59-50-7,Not approved,,,2004/129/EC,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 3 - H412, Eye Dam. 1 - H318, STOT SE 3 - H335, Skin Corr. 1C - H314, Skin Sens. 1B - H317",,
1043,4-t-Pentylphenol,80-46-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,BA
991,5-chloro-3-methyl-4-nitro-1H-pyrazole (CMNP),6814-58-0,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,FU
1044,6-Benzyladenine,1214-39-7,Approved,1/6/2011,15/07/2026,"2011/1/EU, Reg. (EU) 2020/2007, Reg. (EU) 2024/1206, Reg.(EU) 2018/1266, Reg.(EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0941:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/941. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008</a></p>",SE,NL,EFSA,Reg. (EU) 2021/1841,,,,0.01 mg/kg bw/day,11/1/EU,,,11/1/EU,,0.03 mg/kg bw/day,11/1/EU,,,,,,,,,"BE, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LU, NL, PL, PT, SE, SI, SK",
1045,"7,8-Epoxi-2-methyl-octadecane",No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,AT
1046,7-Methyl-3-methylene-7-octene-1-yl-propionate,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,AT
1047,8-Hydroxyquinoline incl. oxyquinoleine,148-24-3,Approved,1/1/2012,31/12/2025,"2006/797/EC, Reg. (EU) 2017/2065, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) 2024/2781, Reg. (EU) No 540/2011, Reg. (EU) No 993/2011",,ES,NL,EFSA,"Reg. (EU) 2022/1346, Reg. (EU) No 1004/2013",toxic for reproduction 1A / 1B,,,0.05 mg/kg bw/day,Reg. (EU) No 993/2011,,0.05 mg/kg bw,Reg. (EU) No 993/2011,,0.05 mg/kg bw/day,Reg. (EU) No 993/2011,,,,,,,,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, Repr. 1B - H360D, Skin Sens. 1 - H317","AT, BE, BG, CY, DE, EL, FR, HR, HU, SI",
1259,8-methyl-2-decanol propionate,No CAS allocated,Pending,,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,IN
1307,ABE-IT 56,No CAS allocated,Approved,20/05/2019,20/05/2034,Reg.(EU) 2019/676,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 27/05/2016</p><p>RMS responsible for the last approval: FR</p>,FR,PT,EFSA,Reg. (EU) 2019/1791,,,Yes,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,"CZ, DE, ES, FR, PT",
1048,Abamectin (aka avermectin),71751-41-2,Approved,1/4/2023,31/03/2038,"2008/107, Reg. (EU) 2017/438, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) 2022/378, Reg. (EU) 2022/378, Reg. (EU) 2023/515, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: AT</p><p>Co-RMS responsible for the last approval: MT</p>,AT,MT,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2016/1003, Reg. (EU) 2018/1514, Reg. (EU) 2018/685, Reg. (EU) 2023/198, Reg. (EU) No 508/2011 ",,,,0.0012 mg/kg bw/day,Reg. (EU) 2023/515,,0.0012 mg/kg bw,Reg. (EU) 2023/515,,0.0012 mg/kg bw/day,Reg. (EU) 2023/515,,0.0012 mg/kg bw/day,Reg. (EU) 2023/515,,,,,"Acute Tox. 1 - H330, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d, STOT RE 1 - H372","BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IT, MT, NL, PL, PT, RO, SE",
1049,Acephate,30560-19-1,Not approved,,,2003/219/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,Acute Tox. 4 - H302,,
1209,Acequinocyl,57960-19-7,Approved,1/9/2014,15/11/2026,"Dossier complete 03/636/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2024/2221, Reg. (EU) No 496/2014, Reg. (EU) No 540/2011",<p>The original RMS were Netherlands.</p>,DE,NL,EFSA,"Commission Regulation (EU) 2023/127, Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1003, Reg. (EU) 2017/623, Reg. (EU) 2021/2202, Reg. (EU) 2022/1343, Reg. (EU) No 813/2011, Reg. (EU) No 834/2013, Reg. (EU) No 893/2010",,,,0.023 mg/kg bw/day,Reg. (EU) No 496/2014,,0.08 mg/kg bw,Reg. (EU) No 496/2014,,0.014 mg/kg bw/day,Reg. (EU) No 496/2014,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, STOT SE 1 - H370, Skin Sens. 1 - H317","AT, BE, CY, CZ, DE, EL, ES, FR, HR, IT, NL, PL, PT, RO, SI",
1050,Acetamiprid,135410-20-7,Approved,1/3/2018,28/02/2033,"04/99/EC, Reg. (EU) 2016/2016, Reg. (EU) 2018/113, Reg. (EU) No 1197/2012, Reg. (EU) No 540/2011",<p>The original RMS was Greece.</p><p>RMS responsible for the last approval: NL</p><p>Co-RMS responsible for the last approval: ES</p>,DE,ES,EFSA,"Reg. (EC) No 1050/2009, Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2015/846, Reg. (EU) 2016/1003, Reg. (EU) 2016/1902, Reg. (EU) 2017/626, Reg. (EU) 2019/88, Reg. (EU) 2025/158, Reg. (EU) No 500/2013, Reg. (EU) No 508/2011 , Reg. (EU) No 750/2010, Reg. (EU) No 87/2014, Reg. (EU) No 978/2011 , Regulation (EU) 2015/401",,,,0.005 mg/kg bw/day,Reg. (EU) 2018/113,See Revision 8 of the Renewal Report. The updated MRLs (PLAN/2024/1403) are not yet applicable.,0.005 mg/kg bw,Reg. (EU) 2018/113,See Revision 8 of the Renewal Report. The updated MRLs (PLAN/2024/1403) are not yet applicable.,0.025 mg/kg bw/day,Reg. (EU) 2018/113,,0.025 mg/kg bw/day,Reg. (EU) 2018/113,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
1051,Acetic acid,64-19-7,Approved,1/9/2009,30/11/2026,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011, Reg. (EU) No 790/2013",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,AT,NL,EFSA,Reg. (EC) No 839/2008,,,,,EFSA 2013,,,EFSA 2013,,Not Applicable,EFSA 2013,AOEC: 1 mg/m3,,,,,,,"Flam. Liq. 3 - H226, Skin Corr. 1A - H314","AT, BE, CZ, DE, DK, FI, FR, IE, LU, NL, NO, PL, PT, SE",
1052,Acetochlor,34256-82-1,Not approved,,,"2008/934, Reg. (EU) No 1372/2011",<p>Withdrawal authoris. by 23/06/2012. Max period of grace: 23/06/2013.</p>,ES,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/603",,,,0.0036 mg/kg bw/day,EFSA 11,,1.5 mg/kg bw,EFSA 11,,0.02 mg/kg bw/day,EFSA 11,,,,,,,,"Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Repr. 2 - H361f, STOT RE 2 - H373, STOT SE 3 - H335, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,
1418,Achillea millefolium L.,No CAS allocated,Not approved,,,Reg. (EU) 2017/2057,"<p>Application as a basic substance, made on 9 October 2015, resulted in the non approval as a basic substance.</p>",,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
1053,Acibenzolar-S-methyl (benzothiadiazole),135158-54-2,Not approved,,,"01/87/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/389, Reg. (EU) 2024/1696, Reg. (EU) 2024/1696, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: FR</p><p>Co-RMS responsible for the last approval: ES</p><p>Deadline for withdrawal of PPP authorisations: 10/01/2025</p><p>Grace period: 10/07/2025</p>,FR,ES,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1866, Reg. (EU) 2018/1514, Reg. (EU) 2018/687, Reg. (EU) 2021/1807, Reg. (EU) No 703/2014, Reg. (EU) No 750/2010, Reg. (EU) No 897/2012",,,,0.03 mg/kg bw/day,Reg. (EU) 2016/389,,0.03 mg/kg bw,Reg. (EU) 2016/389,,0.03 mg/kg bw/day,Reg. (EU) 2016/389,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, STOT SE 3 - H335, Skin Irrit. 2 - H315, Skin Sens. 1 - H317","AT, BG, CY, ES, IT, PT, RO",
1014,Acifluorfen,50594-66-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, Skin Irrit. 2 - H315",,
1054,Aclonifen,74070-46-5,Approved,1/8/2009,31/10/2026," Reg. (EU) 2022/708, 2008/116, Reg. (EU) 2017/195, Reg. (EU) 2023/918, Reg. (EU) No 540/2011",<p>Co-RMS is Norway</p>,NL,NO,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1822, Reg. (EU) 2019/977, Reg. (EU) 2021/1531, Reg. (EU) 2021/590",two PBT criteria,,,0.07 mg/kg bw/day,Dir 08/116,,,Dir 08/116,,0.07 mg/kg bw/day,Dir 08/116,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Skin Sens. 1A - H317","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
1055,Acridinic bases,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,RE
1056,Acrinathrin,101007-06-1,Not approved,,,"2008/934, Reg. (EU) 2017/358, Reg. (EU) 2021/1450, Reg. (EU) 2022/801, Reg. (EU) No 2019/291, Reg. (EU) No 540/2011, Reg. (EU) No 974/2011",,FR,ES,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2017/1164, Reg. (EU) 2021/1531, Reg. (EU) 2022/93, Reg. (EU) 2024/352",,,,0.01 mg/kg bw/day,Reg. (EU) 2017/358,,0.01 mg/kg bw,Reg. (EU) 2017/358,,0.007 mg/kg bw/day,Reg. (EU) 2017/358,,,,,,,,,,
1239,Active chlorine generated from sodium chloride by electrolysis’,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
863,Adoxophyes orana GV strain BV-0001,No CAS allocated,Not approved,1/2/2013,31/01/2023,"Dossier complete 07/669/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2021/726, Reg. (EU) No 746/2012","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011D0490:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Extension provisional authorisation (2011/490/EU)</a></p>",DE,FR,EFSA,Reg. (EU) No 500/2013,,,,,EFSA 12,,,EFSA 12,,,EFSA 12,,,,,,,,,IT,IN
1299,Afidopyropen,915972-17-7,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
309,Agrobacterium radiobacter K84,No CAS allocated,Not approved,,,2007/442,<p>New´ existing</p>,,,,,,,,,,,,,,,,,,,,,,,,,
310,Agrotis segetum granulosis virus,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Akanthomyces muscarius Ve6 (formerly Lecanicillium muscarium strain Ve6),No CAS allocated,Approved,1/3/2021,29/02/2036,"2008/113, REg. (EU) No 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/134, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p><p>Reg. (EU) 2021/134 shall apply from 1 March 2021.</p><p>RMS responsible for the last approval: NL</p><p>Co-RMS responsible for the last approval: FR</p>,NL,FR,EFSA,Reg. (EU) 2015/165,,,Yes,,Dir 08/113,,,Dir 08/113,,,Dir 08/113,,,,,,,,,"BE, DK, ES, IT, NL, PT",
311,Alachlor,15972-60-8,Not approved,,,06/966/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Skin Sens. 1 - H317",,
312,Alanycarb,83130-01-2,Not approved,,,,<p>Incomplete dossier</p>,,,,,,,,,,,,,,,,,,,,,,,,,IN
313,Aldicarb,116-06-3,Not approved,,,2003/199/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 310/2011",,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 2 - H330, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,
314,Aldimorph,91315-15-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
315,Aldrin,309-00-2,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008",,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 1 - H372",,
316,Alkyl mercury compounds,No CAS allocated,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2018/73",,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Acute Tox. 2 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373",,
317,Alkyldimethylbenzyl ammonium chloride,68607-20-5,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Alkyloxyl and aryl mercury compounds,No CAS allocated,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2018/73",,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Acute Tox. 2 - H330, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373",,
320,Alkyltrimethyl ammonium chloride,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,"BA,FU"
321,Alkyltrimethylbenzyl ammonium chloride,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
322,Allethrin,584-79-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,
1424,Allium cepa L. bulb extract,No CAS allocated,Approved,,,"Reg. (EU) 2021/1098, Reg. (EU) 2021/81",,,,,Reg. (EU) 2021/1098,,Yes,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
1457,"Allium fistulosum, processed",No CAS allocated,Approved,,,Reg. (EU) 2024/2878,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"BA,FU"
323,Alloxydim,55634-91-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
324,Allyl alcohol,107-18-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Acute Tox. 3 - H331, Aquatic Acute 1 - H400, Eye Irrit. 2 - H319, Flam. Liq. 2 - H225, STOT SE 3 - H335, Skin Irrit. 2 - H315",,HB
325,Alpha-Cypermethrin (aka alphamethrin),67375-30-8,Not approved,1/11/2019,7/6/2021,"04/58/EC, Reg. (EU) 2017/841, Reg. (EU) 2018/917, Reg. (EU) 2019/1690, Reg. (EU) 2019/707, Reg. (EU) 2021/795, Reg. (EU) No 540/2011",<p>Authorisations for plant protection products should be withdrawn by 7 December 2021; any grace period granted&nbsp;shall expire by 7&nbsp;December 2022.</p>,BE,EL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2017/626, Reg. (EU) No 520/2011 ",low ADI / ARfD / AOEL,,,0.00125 mg/kg bw/day,Reg (EU) 2019/160,,0.00125 mg/kg bw,Reg (EU) 2019/160,,0.0005 mg/kg bw/day,Reg (EU) 2019/160,,,,,,,,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, STOT SE 3 - H335",,
326,Aluminium ammonium sulphate,7784-26-1,Approved,1/2/2024,31/01/2039,"2008/127, Reg . (EU) 2018/155, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) 2021/745, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) 2023/2589, Reg. (EU) No 540/2011, Reg. (EU) No 597/2012",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p><p>Other CAS n° : 7784-25-0</p><p>The original Co-RMS was UK.</p>,IE,PT,EFSA,,,,,0.1 mg/kg bw/day,Dir 08/127,,0.1 mg/kg bw,Dir 08/127,,0.01 mg/kg bw/day,Dir 08/127,,,,,,,,,"BG, IE, MT",
1015,Aluminium phosphide,20859-73-8,Approved,1/9/2009,30/11/2026,"2008/125, Reg. (EU) 2017/195, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011",,AT,EE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1785",,,,0.019 mg/kg bw/day,EFSA 08,,0.032 mg/kg bw,EFSA 08,,0.019 mg/kg bw/day,Dir 08/125,,,,,,,,"Acute Tox. 1 - H330, Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Water-react. 1 - H260","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",
1280,Aluminium potassium sulphate dodecahydrate,7784-24-9,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 05/08/2015</p>,DE,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
