,PREFERRED NAME,CASRN,use,SMILES,alogp
312,Acrinathrin,"101007-06-1, 103833-18-7",Insecticide,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,6.451580000000004
313,Acrolein (Propenal),107-02-8,"Algaecide,Fumigant",C=CC=O,0.37129999999999996
314,Acrylonitrile,107-13-1,"Chemical intermediate,Drug,Dye,Food additive,Fumigant,Industrial chemical,Insecticide,Paints, coatings, resins,Polymer production",C=CC#N,0.6959799999999999
323,Akton,1757-18-2,Insecticide,CCO[P](=S)(OCC)OC(=C/Cl)/c1cc(Cl)ccc1Cl,5.844700000000003
325,Alachlor,"15972-60-8, 15792-50-8",Herbicide,CCc1cccc(CC)c1N(COC)C(=O)CCl,2.9871000000000016
326,Alanycarb,83130-01-2,Insecticide,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O\N=C(\C)SC,3.7698000000000027
328,"Alcohols, C8-10",85566-12-7,"Microbiocide,Solvent",CCCCCCCCCCO,3.119400000000002
329,Aldicarb,116-06-3,"Insecticide,Nematicide",CNC(=O)O\N=C\C(C)(C)SC,1.4698
331,Aldrin,309-00-2,Insecticide,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,5.270200000000002
336,"Alkenyl* dimethyl ethyl ammonium bromide *(90%C18, 10%C16')",6458-13-5,"Algaecide,Microbiocide",CCCCCCCC/C=C/CCCCCCCC[N+](C)(C)CC,7.1202000000000085
350,"Alkyl (60%C14, 25%C12, 15%C16) dimethylbenzyl ammonium chloride",68424-85-1,"Algaecide,Microbiocide",CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,6.964100000000008
351,"Alkyl (60%C14, 30%C16, 5%C12, 5%C18) dimethylbenzyl ammonium chloride",63449-41-2,"Algaecide,Microbiocide",CCCCCCCCCC[N+](C)(C)Cc1ccccc1,5.403700000000006
362,"Alkyl (90%C14, 5%C12, 5%C16) dimethyl ethyl ammonium bromide",68527-84-4,"Algaecide,Microbiocide",CCCCCCCCCCCCCC[N+](C)(C)CC,5.783800000000006
398,"Alkyl* dimethyl 3,4-dichlorobenzyl ammonium chloride *(50%C14, 40%C12, 10%C16)",68989-02-6,"Algaecide,Microbiocide",CNC(=O)Oc1cc(C)c(C)cc1Cl,2.675040000000001
412,Alkyl* dimethyl benzyl ammonium chloride *(100% C16),122-18-9,"Algaecide,Microbiocide",CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,7.744300000000009
413,Alkyl* dimethyl benzyl ammonium chloride *(100% C18),122-19-0,"Algaecide,Microbiocide",CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,8.524500000000007
415,"Alkyl* dimethyl benzyl ammonium chloride *(41%C14, 28%C12, 19%C18, 12%C16)",68391-01-5,"Algaecide,Microbiocide",CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,6.964100000000008
453,"Alkyl* tributyl phosphonium chloride *(95%C12, 3%C14, 2%C10)",13497-50-2,Microbiocide,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,9.3252
454,"Alkyl* trimethyl ammonium bromide *(95%C14, 5%C16)",1119-97-7,Microbiocide,CCCCCCCCCCCCCC[N+](C)(C)C,5.393700000000005
456,"Alkyl* trimethyl ammonium chloride *(70% C12, 30% C14)",112-00-5,Microbiocide,CCCCCCCCCCCC[N+](C)(C)C,4.613500000000005
457,"Alkyl* trimethyl ammonium chloride *(70%C18, 27%C16, 3%C14)",68002-63-1,Microbiocide,CCCCCCCCCCCCCCCC[N+](C)(C)C,6.173900000000007
478,Allethrin,"584-79-2, 137-98-4",Insecticide,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,4.002000000000003
481,Allidochlor,93-71-0,Herbicide,ClCC(=O)N(CC=C)CC=C,1.4258
482,Alloxydim,55634-91-8,Herbicide,CCC\C(NOCC=C)=C1/C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.1051
483,Alloxydim sodium,"55635-13-7, 66003-55-2",Herbicide,C=CCO[N-]C(CCC)=C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.8892000000000015
484,Allyl alcohol,107-18-6,Herbicide,OCC=C,0.16469999999999996
485,Allyl isothiocyanate,57-06-7,"Dog and Cat Repellent,Insect Repellent,Insecticide",C=CCN=C=S,1.2752
486,Allyxycarb,6392-46-7,Insecticide,CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1,3.200040000000002
489,alpha-HCH,319-84-6,Insecticide,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.644400000000001
491,Alpha-chlorohydrin,96-24-2,"Breakdown product,Chemical intermediate,Component of processed f,Contaminant or impurity,Dye,Industrial chemical,Paints, coatings, resins,Rodenticide,Solvent",OCC(O)CCl,-0.4216
492,Alpha-terpineol,98-55-5,"Fungicide,Insecticide,Microbiocide",CC1=CC[C@@H](CC1)C(C)(C)O,2.5037000000000007
500,Ametridione,78168-93-1,Herbicide,CCSC1=NC(=O)N(CC(C)(C)C)C(=O)N1N,0.27690000000000003
501,Ametryne,834-12-8,Herbicide,CCNc1nc(NC(C)C)nc(SC)n1,1.8455999999999997
503,Amibuzin,76636-10-7,Herbicide,CN(C)C1=NN=C(C(=O)N1C)C(C)(C)C,0.5387999999999997
504,Amicarbazone,129909-90-6,Herbicide,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,0.23820000000000074
505,Amidithion,919-76-6,Insecticide,COCCNC(=O)CS[P](=S)(OC)OC,0.9995
506,Amidosulfuron,120923-37-7,Herbicide,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)N(C)[S](C)(=O)=O)n1,-1.2484999999999986
507,"Amines, C10-16-alkyldimethyl, N-oxides",70592-80-2,Microbiocide,CCCCCCCCCCCCC[N+](C)(C)[O-],4.871600000000004
508,Aminocarb,2032-59-9,Insecticide,CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.77922
509,Aminopyralid,150114-71-9,Herbicide,Nc1cc(Cl)nc(C(O)=O)c1Cl,1.6688
512,Amitraz,33089-61-1,Insecticide,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,4.871880000000004
513,Amitrole,61-82-5,Herbicide,Nc1[nH]ncn1,-0.6131000000000004
515,Ammonium acetate,631-61-8,"Fungicide,Microbiocide,pH Adjustment",CC(=O)[O-],-1.2438
517,Ammonium benzadox,5251-79-6,Herbicide,O=C([O-])CONC(=O)c1ccccc1,-0.9020999999999999
525,Ammonium isobutyrate,22228-82-6,Fungicide,CC(C)C(=O)[O-],-0.6077000000000001
526,Ammonium lauryl sulfate,2235-54-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCCOS(=O)(=O)[O-],3.384100000000002
536,Ammonium trichloroacetate,7646-88-0,Herbicide,O=C([O-])C(Cl)(Cl)Cl,0.10649999999999982
540,"Amyl(pentyl) 2,4-dichlorophenoxyacetate",1917-92-6,Herbicide,CCCCCOC(=O)COc1ccc(Cl)cc1Cl,4.1056000000000035
542,Anabasine,"494-52-0, 13078-04-1",Insecticide,C1CCC(NC1)c2cccnc2,1.8961999999999999
544,Anilazine,101-05-3,Fungicide,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,3.575400000000001
545,Anilofos,64249-01-0,Insecticide,CO[P](=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,4.331900000000004
548,Anisuron,2689-43-2,Herbicide,COc1ccc(cc1)C(=O)N(C(=O)N(C)C)c2ccc(Cl)c(Cl)c2,4.330400000000004
551,Antimycin A,1397-94-0,Piscicide,CCCCCC[C@@H]1[C@@H](OC(=O)CC(C)C)[C@H](C)OC(=O)[C@@H](NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC1=O,3.4804000000000013
552,ANTU,86-88-4,Rodenticide,NC(=S)Nc1cccc2ccccc12,2.4953000000000003
554,Aramite,140-57-8,Insecticide,CC(COc1ccc(cc1)C(C)(C)C)O[S](=O)OCCCl,3.6021000000000027
571,Aspon,3244-90-4,Insecticide,CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC,5.158400000000005
572,Asulam,3337-71-1,Herbicide,COC(=O)N[S](=O)(=O)c1ccc(N)cc1,0.3134999999999998
573,"Asulam, sodium salt",2302-17-2,Herbicide,COC(=O)NS(=O)(=O)c1ccc(N)cc1,0.3134999999999998
574,Athidathion,19691-80-6,Insecticide,CCO[P](=S)(OCC)SCN1N=C(OC)SC1=O,2.3016000000000005
575,Atraton,1610-17-9,Herbicide,CCNc1nc(NC(C)C)nc(OC)n1,1.1322999999999996
576,Atrazine,1912-24-9,Herbicide,CCNc1nc(Cl)nc(NC(C)C)n1,1.7770999999999997
581,Azaconazole,60207-31-0,"Fungicide,Insecticide",Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCCO2,2.484700000000001
584,Azafenidin,68049-83-2,Herbicide,Clc1cc(Cl)c(cc1OCC#C)N2N=C3CCCCN3C2=O,2.6891000000000007
585,Azamethiphos,35575-96-3,Insecticide,CO[P](=O)(OC)SCN1C(=O)Oc2cc(Cl)cnc12,2.7345000000000006
586,Azethion,72348-92-6,Insecticide,CCO[P](=S)(OCC)SCC(=O)OC,2.1901
587,Azimsulfuron,120162-55-2,Herbicide,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2n(C)ncc2c3nnn(C)n3)n1,-1.0717999999999985
588,Azinphos-ethyl,2642-71-9,Insecticide,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,2.779700000000001
589,Azinphos-methyl,86-50-0,Insecticide,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,1.9994999999999998
590,Aziprotryne,4658-28-0,Herbicide,CSc1nc(NC(C)C)nc(N=[N+]=[N-])n1,2.3556
591,Azithiram,5834-94-6,Fungicide,CN(C)NC(=S)SSC(=S)NN(C)C,1.07
593,Azothoate,5834-96-8,Insecticide,CO[P](=S)(OC)Oc1ccc(cc1)N=Nc2ccc(Cl)cc2,5.651500000000003
594,Azoxystrobin,131860-33-8,Fungicide,CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,4.093180000000004
595,B-fenvalerate,66267-77-4,Insecticide,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,6.679980000000006
677,Barban,101-27-9,Herbicide,ClCC#CCOC(=O)Nc1cccc(Cl)c1,3.130700000000001
688,Beflubutamid,113614-08-7,Herbicide,CCC(Oc1ccc(F)c(c1)C(F)(F)F)C(=O)NCc2ccccc2,4.3183000000000025
689,Benalaxyl,71626-11-4,Fungicide,COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,3.440640000000002
691,Benazolin,"3813-05-6, 17692-22-7",Herbicide,OC(=O)CN1C(=O)Sc2cccc(Cl)c12,1.8010000000000004
692,Benazolin ethyl,25059-80-7,Herbicide,CCOC(=O)CN1C(=O)Sc2cccc(Cl)c12,2.2795000000000005
693,Bendiocarb,22781-23-3,Insecticide,CNC(=O)Oc1cccc2OC(C)(C)Oc12,1.9121
694,Benfluralin,1861-40-1,Herbicide,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.148200000000004
695,Benfuracarb,82560-54-1,Insecticide,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12)C(C)C,4.057500000000004
696,Benfuresate,68505-69-1,Herbicide,CC[S](=O)(=O)Oc1ccc2OCC(C)(C)c2c1,2.0851
697,Benodanil,15310-01-7,Fungicide,Ic1ccccc1C(=O)Nc2ccccc2,3.5435000000000008
698,Benomyl,17804-35-2,Fungicide,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,2.572400000000001
699,Benoxacor,98730-04-2,Herbicide Safener,CC1COc2ccccc2N1C(=O)C(Cl)Cl,2.6042000000000005
700,Bensulfuron,99283-01-9,Herbicide,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Cc2ccccc2C(O)=O)n1,0.8434999999999999
701,Bensulfuron methyl,83055-99-6,Herbicide,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,0.9319000000000001
702,Bensulide,741-58-2,Herbicide,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,3.7726000000000024
703,Bensultap,17606-31-4,Insecticide,CN(C)C(CS[S](=O)(=O)c1ccccc1)CS[S](=O)(=O)c2ccccc2,3.160800000000002
705,Bentazon,25057-89-0,Herbicide,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,1.2074999999999998
706,"Bentazon, sodium salt",50723-80-3,Herbicide,CC(C)N1C(=O)c2ccccc2[N-]S1(=O)=O,1.8008
709,Benzadox,5251-93-4,Herbicide,OC(=O)CONC(=O)c1ccccc1,0.4325999999999995
715,Benzofenap,82692-44-2,Herbicide,Cn1nc(C)c(C(=O)c2ccc(Cl)c(C)c2Cl)c1OCC(=O)c3ccc(C)cc3,5.144860000000005
716,Benzoic acid,65-85-0,"Fungicide,Insecticide",OC(=O)c1ccccc1,1.3848
717,Benzomate,29104-30-1,Insecticide,CCN(OC(=O)c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,3.591300000000002
718,Benzoyl peroxide,94-36-0,Herbicide,O=C(OOC(=O)c1ccccc1)c2ccccc2,2.615400000000001
719,Benzoylprop,22212-56-2,Herbicide,CC(N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2)C(O)=O,4.113300000000003
720,Benzoylprop ethyl,"22212-55-1, 33878-50-1",Herbicide,CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2,4.591800000000004
721,Benzthiazuron,1929-88-0,Herbicide,CNC(=O)Nc1sc2ccccc2n1,2.0476
722,Benzyl alcohol,100-51-6,"Fungicide,Insecticide",OCc1ccccc1,1.1789
723,Benzyl benzoate,120-51-4,"Fungicide,Insecticide",O=C(OCc1ccccc1)c2ccccc2,3.0436000000000014
725,Benzyl((dodecylcarbamoyl)methyl)dimethyl ammonium chloride,100-95-8,Microbiocide,CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,5.300100000000005
726,Beta-bromo-beta-nitrostyrene,7166-19-0,"Fungicide,Microbiocide",[O-][N+](=O)\C(Br)=C/c1ccccc1,2.6566
727,beta-Pinene,127-91-3,Insecticide,CC1(C)C2CCC(=C)C1C2,2.9987000000000013
729,Beta-thiocyanoethyl esters of mixed fatty acids,301-11-1,Insecticide,CCCCCCCCCCCC(=O)OCCSC#N,4.664780000000004
730,"beta,beta'-Dithiocyano diethyl ether",4617-17-8,Insecticide,N#CSCCOCCSC#N,1.43156
733,beta-HCH,319-85-7,Insecticide,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.644400000000001
734,Bifenazate,149877-41-8,Insecticide,COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,3.8237000000000023
735,Bifenox,42576-02-3,Herbicide,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,4.480500000000003
736,Bifenthrin,"82657-04-3, 83322-02-5",Insecticide,Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,6.662420000000005
737,Bilanafos,35597-43-4,Herbicide,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC[P](C)(O)=O)C(O)=O,-1.301999999999997
738,Binapacryl,485-31-4,Herbicide,CCC(C)c1cc(cc(c1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,3.888100000000004
740,Biobor JF,8063-89-6,Microbiocide,CC1CCOB(OCCC(C)OB2OCCC(C)O2)O1,1.4187999999999996
741,Bioresmethrin,28434-01-7,Insecticide,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055
742,Biphenyl,92-52-4,"Fungicide,Microbiocide",c1ccc(cc1)c2ccccc2,3.353600000000002
745,Bis (trichloromethyl) sulfone,3064-70-8,"Algaecide,Fungicide,Microbiocide",ClC(Cl)(Cl)[S](=O)(=O)C(Cl)(Cl)Cl,3.0565999999999995
754,Bisthiosemi,39603-48-0,Rodenticide,NC(=S)NNCNNC(N)=S,-2.3804999999999996
756,Bitertanol,"55179-31-2, 70585-36-3",Fungicide,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,3.929700000000002
758,Bomyl,122-10-1,Insecticide,COC(=O)C\C(O[P](=O)(OC)OC)=C\C(=O)OC,1.0238999999999998
769,Brandol,4097-34-1,Fungicide,CCCCCCCCCc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,4.501700000000006
770,Brodifacoum,56073-10-0,Rodenticide,OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccc(Br)cc5)C(=O)c6ccccc6O1,7.790000000000005
771,Bromacil,314-40-9,Herbicide,CCC(C)N1C(=O)NC(=C(Br)C1=O)C,1.57852
772,"Bromacil, dimethylamine salt",69484-13-5,Herbicide,CCC(C)n1c(=O)nc(C)[c-](Br)c1=O,1.3643200000000002
773,"Bromacil, lithium salt",53404-19-6,Herbicide,CCC(C)n1c(=O)nc(C)[c-](Br)c1=O,1.3643200000000002
774,"Bromacil, sodium salt",69484-12-4,Herbicide,CCC(C)n1c(=O)nc(C)[c-](Br)c1=O,1.3643200000000002
775,Bromadiolone,28772-56-7,Rodenticide,OC(CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O)c4ccc(cc4)c5ccc(Br)cc5,7.183700000000007
780,Bromobutide,74712-19-9,Herbicide,CC(C)(C)C(Br)C(=O)NC(C)(C)c1ccccc1,3.847500000000003
781,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione","91112-66-2, 89415-46-3",Microbiocide,CCC1(C)N(Cl)C(=O)N(Br)C1=O,1.8830000000000002
782,Bromocyclen,1715-40-8,Insecticide,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,5.233100000000001
783,Bromofenoxim,13181-17-4,Herbicide,[O-][N+](=O)c1ccc(ONC=C2C=C(Br)C(=O)C(=C2)Br)c(c1)[N+]([O-])=O,3.4106000000000014
784,Bromophos,2104-96-3,Insecticide,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,4.652000000000002
785,Bromophos-ethyl,4824-78-6,Insecticide,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,5.4322000000000035
786,Bromopropylate,18181-80-1,Insecticide,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,4.3991000000000025
787,Bromoxynil butyrate,3861-41-4,Herbicide,CCCC(=O)Oc1c(Br)cc(cc1Br)C#N,3.788780000000002
788,Bromoxynil heptanoate,56634-95-8,Herbicide,CCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,4.959080000000004
789,Bromoxynil octanoate,1689-99-2,Herbicide,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,5.349180000000004
791,Bromoxynil phenol,1689-84-5,Herbicide,Oc1c(Br)cc(cc1Br)C#N,2.78888
792,Brompyrazon,3042-84-0,Herbicide,NC1=C(Br)C(=O)N(N=C1)c2ccccc2,1.5772
793,Bromuconazole,116255-48-2,Fungicide,Clc1ccc(c(Cl)c1)C2(CC(Br)CO2)Cn3cncn3,3.664200000000003
794,Bronopol,52-51-7,"Fungicide,Microbiocide",OCC(Br)(CO)[N+]([O-])=O,-0.6611
795,Brucine,357-57-3,Rodenticide,COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,2.1097
798,Bufencarb-1,2282-34-0,Insecticide,CCCC(C)c1cccc(OC(=O)NC)c1,3.3084000000000016
799,Bufencarb-2,672-04-8,Insecticide,CCC(CC)c1cccc(OC(=O)NC)c1,3.3084000000000016
800,Bupirimate,"41483-43-6, 58694-46-5",Fungicide,CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,1.74462
807,Butacarb,2655-19-8,Insecticide,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,3.999800000000003
808,Butachlor,23184-66-9,Herbicide,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,4.1574000000000035
809,Butafenacil,134605-64-4,Herbicide,CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,2.873
810,Butam,35256-85-0,Herbicide,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,3.4697000000000022
811,Butamifos,36335-67-8,Herbicide,CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,3.9311200000000035
812,Butathiofos,90338-20-8,Insecticide,CCO[P](=S)(OCC)Oc1cnc(nc1)C(C)(C)C,3.450400000000002
813,Butenachlor,87310-56-3,Herbicide,CCc1cccc(CC)c1N(COC\C=C/C)C(=O)CCl,3.9334000000000033
814,Buthiobate,51308-54-4,Fungicide,CCCCSC(SCc1ccc(cc1)C(C)(C)C)=Nc2cccnc2,6.833300000000007
815,Buthiuron,30043-55-1,Herbicide,CCCC[S](=O)(=O)c1sc(nn1)N(C)C(=O)NC,0.8875
816,Butocarboxim,34681-10-2,Insecticide,CNC(=O)O\N=C(\C)C(C)SC,1.4698
817,Butoxy poly propylene glycol,9003-13-8,Insecticide,CCCCOCC(C)OCC(C)O,1.589
819,Butoxycarboxim,34681-23-7,Insecticide,CNC(=O)O\N=C(/C)C(C)[S](C)(=O)=O,0.15139999999999998
822,Butralin,33629-47-9,Herbicide,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.010900000000003
824,Buturon,3766-60-7,Herbicide,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,2.825400000000001
826,"2,4-DB butyl ester",6753-24-8,Herbicide,CCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,4.495700000000004
827,Butyl paraben,94-26-8,"Fungicide,Microbiocide",CCCCOC(=O)c1ccc(O)cc1,2.349100000000001
829,Butylate,2008-41-5,Herbicide,CCSC(=O)N(CC(C)C)CC(C)C,3.4735000000000023
830,C12-16-alkyldimethyl amines,68439-70-3,Microbiocide,CCCCCCCCCCCCCCCCN(C)C,6.029300000000006
831,Cacodylic acid,75-60-5,"Defoliant,Herbicide",C[As](C)(O)=O,0.11099999999999993
832,Cadusafos,"95465-99-9, 103735-82-6",Insecticide,CCO[P](=O)(SC(C)CC)SC(C)CC,5.194400000000004
833,Caffeine,58-08-2,Molluscicide,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-1.0293
841,Calcium cyanamide,156-62-7,Herbicide,N#CN,-0.57382
843,Calcium ethylenebis(dithiocarbamate),5895-18-1,Microbiocide,S=C([S-])NCCNC(=S)[S-],-0.1708
847,Calcium methanearsonate,6423-72-9,"Defoliant,Herbicide",C[As](=O)([O-])[O-],-2.2938
850,Calcium oxytetracycline,7179-50-2,"Fungicide,Microbiocide",CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)[C-]3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-2.544109999999997
853,Calcium propanearsonate,126-94-3,"Defoliant,Herbicide",CCC[As](=O)([O-])[O-],-1.5135999999999994
860,Camphor,76-22-2,"Fungicide,Insecticide,Microbiocide",CC1(C)C2CCC1(C)C(=O)C2,2.401700000000001
861,Camphor oil,8008-51-3,"Fungicide,Insecticide,Microbiocide",CC1(C)C2CC[C@@]1(C)C(=O)C2,2.401700000000001
866,Capric acid,334-48-5,Microbiocide,CCCCCCCCCC(O)=O,3.2117000000000013
867,Capric diethanolamide,136-26-5,"Fungicide,Insecticide,Rodenticide",CCCCCCCCCC(=O)N(CCO)CCO,1.9403000000000001
868,Caprylic acid,124-07-2,Microbiocide,CCCCCCCC(O)=O,2.4315000000000007
869,Capsicum oleoresin,404-86-4,Insecticide,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,3.789600000000003
870,Captafol (isomer unspecified),2425-06-1,Fungicide,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,3.520900000000001
871,Captan,133-06-2,Fungicide,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,2.913500000000001
873,Carbanolate,671-04-5,Insecticide,CNC(=O)Oc1ccc(C)c(C)c1Cl,2.675040000000001
874,Carbaryl,63-25-2,"Insecticide,Nematicide,Plant Growth Regulator",CNC(=O)Oc1cccc2ccccc12,2.5580000000000007
875,Carbasulam,1773-37-1,Herbicide,COC(=O)Nc1ccc(cc1)[S](=O)(=O)NC(=O)OC,0.9096
876,Carbendazim,10605-21-7,"Breakdown product,Fungicide",COC(=O)Nc1[nH]c2ccccc2n1,1.7411999999999996
877,Carbendazim hydrochloride,37574-18-8,Fungicide,COC(=O)Nc1[nH]c2ccccc2[nH+]1,1.1602999999999999
879,Carbetamide,16118-49-3,Herbicide,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,1.7596999999999998
881,Carbofuran,1563-66-2,"Insecticide,Nematicide",CNC(=O)Oc1cccc2CC(C)(C)Oc12,2.1183
887,Carbophenothion,786-19-6,Insecticide,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1,5.420300000000004
888,Carbosulfan,55285-14-8,Insecticide,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,5.296100000000005
889,Carboxin,5234-68-4,Fungicide,CC1=C(SCCO1)C(=O)Nc2ccccc2,2.620000000000001
890,Carfentrazone,128621-72-7,Herbicide,CC1=NN(C(=O)N1C(F)F)c2cc(CC(Cl)C(O)=O)c(Cl)cc2F,2.76452
891,Carfentrazone-ethyl,128639-02-1,Herbicide,CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,3.2430200000000022
892,Carpropamid,104030-54-8,Fungicide,CCC1(C(C)C1(Cl)Cl)C(=O)NC(C)c2ccc(Cl)cc2,4.737200000000004
893,Cartap,15263-53-3,Insecticide,CN(C)C(CSC(N)=O)CSC(N)=O,0.5404000000000007
894,Cartap hydrochloride (unspecified hydrochloride),22042-59-7,Insecticide,C[NH+](C)C(CSC(N)=O)CSC(N)=O,-0.8766999999999985
895,Cartap monohydrochloride,15263-52-2,Insecticide,C[NH+](C)C(CSC(N)=O)CSC(N)=O,-0.8766999999999985
900,Cetyl dimethyl ethyl ammonium bromide,124-03-8,Microbiocide,CCCCCCCCCCCCCCCC[N+](C)(C)CC,6.564000000000007
901,Cetyl pyridinium chloride,123-03-5,Microbiocide,CCCCCCCCCCCCCCCC[n+]1ccccc1,6.455400000000006
902,Cetyl pyridium bromide,140-72-7,Microbiocide,CCCCCCCCCCCCCCCC[n+]1ccccc1,6.455400000000006
903,Cetyl trimethyl ammonium bromide,57-09-0,"Herbicide,Microbiocide",CCCCCCCCCCCCCCCC[N+](C)(C)C,6.173900000000007
904,Cetyl trimethyl ammonium chloride,112-02-7,Microbiocide,CCCCCCCCCCCCCCCC[N+](C)(C)C,6.173900000000007
910,Chlomethoxyfen,32861-85-1,Herbicide,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,4.702500000000002
911,Chloral-semi-acetal,515-83-3,Herbicide,CCOC(O)C(Cl)(Cl)Cl,1.7115
